,songs_names,songs_ids,artists_names,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2069,Soli,54UyP0Ap9OYjlFrkgmStVH,Nicola Piovani,0.262,0.0557,0,-20.133,1,0.0343,0.99,0.851,0.091,0.0395,108.929
2070,"Octet in E-Flat Major, Op. 20: I. Allegro moderato ma con fuoco",0hCbtOo9aFH3RDybCUi07Z,"Felix Mendelssohn,The Chamber Music Society Of Lincoln Center",0.313,0.185,3,-17.131,1,0.0365,0.919,0.848,0.119,0.171,135.907
2071,Amazons Ballet Suite: XII. Lullaby (Attacca) - XIII. Idyll,42fHejNtAJWEB9IgVF5w29,Tbilisi Symphony Orchestra,0.0896,0.0595,5,-23.434,1,0.0432,0.851,0.886,0.125,0.0337,85.725
2072,"Berceuse In D Flat, Op.57",6Fn1nJXDFywPRM4J6KsTr2,"Frédéric Chopin,Hélène Grimaud",0.319,0.0712,1,-26.415,1,0.0379,0.988,0.905,0.141,0.0835,95.365
2073,"Rinaldo, HWV 7: Lascia ch'io pianga (Arr. for Piano)",3mYWVZeUiEHei3XwIsaxfI,"George Frideric Handel,Martin Stadtfeld",0.253,0.0272,5,-31.271,1,0.0431,0.993,0.916,0.0979,0.125,68.211
2074,"Rondo in A Minor, K. 511",2kAdK72mjmKiAxfAMGgXBU,"Wolfgang Amadeus Mozart,Seong-Jin Cho",0.346,0.108,2,-22.473,0,0.0395,0.993,0.922,0.0813,0.158,129.55
2075,"Sarabande et rigaudon, Op. 93: Sarabande",5KwqOPqGO04tDkpppNklad,"Camille Saint-Saëns,Orchestre National de Lille,Jun Markl",0.109,0.0807,4,-25.691,1,0.0452,0.936,0.804,0.216,0.0508,84.44
2076,"Valse lente, Op. 33 (arr. for orchestra)",6t2UFULQXc3N0oO0ujaK39,"Oskar Merikanto,Jorma Panula,Turku Philharmonic Orchestra",0.133,0.00155,10,-42.839,1,0.0446,0.829,0.000111,0.0916,0.126,99.782
2077,"Schubert: Ave Maria, D. 839",5UIPsKm1mv0TlLO8jkUIzD,"Franz Schubert,Music Lab Collective",0.263,0.0402,10,-22.182,1,0.0368,0.995,0.902,0.12,0.0838,83.263
2078,"Piano Concerto No. 6 in B-Flat Major, K. 238: II. Andante un poco adagio",0Bg70fyCFqNJpERbu9UaxJ,"Wolfgang Amadeus Mozart,Zoltán Kocsis,Liszt Ferenc Chamber Orchestra,János Rolla",0.193,0.0158,3,-32.022,1,0.0441,0.987,0.902,0.121,0.164,78.159
2079,"Polovtsian Dances From ""Prince Igor""",0PlTjNRzj6MkPfaLHNeZLZ,"Alexander Borodin,Torgny Sporsen,Gothenburg Symphony Orchestra,Neeme Järvi,Gothenburg Symphony Chorus",0.225,0.0972,2,-21.852,1,0.0364,0.936,0.618,0.0913,0.0793,103.212
2080,"Symphony No. 1 in C Major, ""Die 4 Weltalter"" (the 4 Ages of the World): I. Larghetto",2rDBgkiueKILUcTSBGhSFs,"Carl Ditters von Dittersdorf,Failoni Kamarazenekar,Hanspeter Gmür",0.215,0.0688,0,-20.354,1,0.0453,0.984,0.518,0.137,0.0959,87.014
2081,"Slavonic Dance for Four Hands in E Minor, Op. 72/2: Dumka (Allegretto grazioso)",2hNbUtLFQxp0uQ3fKju16M,"Antonín Dvořák,Khatia Buniatishvili",0.355,0.0443,0,-24.512,1,0.0355,0.994,0.882,0.109,0.149,76.587
2082,Gordos,1tbXSdQzHhUTVKIbwEf4PH,Pascal Gaigne,0.381,0.108,9,-22.28,0,0.0365,0.97,0.887,0.0993,0.112,180.171
2083,"Symphony No. 4 in D Major, EvaM 10:D14: II. Andante grazioso",5FqoXdw329bYeULmYqnBls,"Josef Mysliveček,London Mozart Players,Matthias Bamert",0.322,0.0144,7,-30.108,1,0.046,0.919,0.727,0.0828,0.172,81.269
2084,Cançoneta for Violin and Orchestra,3ZdVayrMwJEzi99uOss8he,"Joaquín Rodrigo,Agustín León Ara,Academy of St. Martin in the Fields,Sir Neville Marriner",0.0786,0.0195,9,-34.909,1,0.0438,0.975,0.866,0.117,0.0593,76.6
2085,"Lyric Pieces Book I, Op.12: 7. Album Leaf",1dORc0ucgLBKLRg6Uw8O6D,"Edvard Grieg,Alice Sara Ott",0.553,0.0284,4,-33.318,0,0.0377,0.995,0.959,0.104,0.691,99.719
2086,"Schumann: 12 Gedichte aus Liebesfrühling, Op. 37: No. 11: Warum willst du andre fragen",1NechTDnTtSaciAT6gmvJQ,"Clara Schumann,Anneleen Lenaerts,Dionysis Grammenos",0.238,0.00484,8,-31.76,1,0.0393,0.995,0.95,0.121,0.0394,70.821
2087,"Mendelssohn: 3 Fantaisies, Op. 16: III. Andante",2bWjWJyHKMgUmmFGgW75NP,"Felix Mendelssohn,Doomin Kim",0.296,0.0179,4,-32.339,1,0.0392,0.994,0.885,0.106,0.0727,73.942
2088,"Violin Sonata in G Minor, BWV 1020: I. Allegro. Moderato - Arr. for Harp and Flute",5wx4KlO8s6QW0MgL3nI3Ln,"Johann Sebastian Bach,Isabelle Perrin,Shigenori Kudo",0.561,0.195,7,-19.37,0,0.0641,0.986,0.894,0.159,0.703,88.396
2089,"Minuet in A Major, D. 334",6qoKrxleX3tTaDv4kk8jzH,"Franz Schubert,Arcadi Volodos",0.273,0.00573,9,-39.245,1,0.0493,0.994,0.913,0.0857,0.174,91.621
2090,"Symphony No. 3 in F Major, Op. 90: III. Poco allegretto",4Weo3vMehKR84QR3gEgwm8,"Johannes Brahms,David Zinman",0.0818,0.0218,0,-28.778,0,0.0409,0.965,0.841,0.104,0.0616,172.879
2091,"6 Soirées à Saint-Petersbourg, Op. 44 No. 3: Preghiera",4ATcY8tjIQAC95Crgzkjnd,"Anton Rubinstein,Roberte Mamou",0.354,0.123,3,-19.629,1,0.0599,0.995,0.842,0.099,0.0372,97.136
2092,"Sicilienne, Op. 78 (arr. for orchestra)",3pDST36MAGDsFjx9w2jSvP,"Gabriel Fauré,Slovak Radio Symphony Orchestra,Ondrej Lenard",0.132,0.0492,3,-27.945,1,0.0442,0.952,0.966,0.108,0.0655,83.129
2093,"Piano Concerto in A Minor, Op.54: 2. Intermezzo (Andantino grazioso) - Live",0dON9pTOo2e56fdpE8aoDR,"Robert Schumann,Alfred Brendel,Wiener Philharmoniker,Sir Simon Rattle",0.311,0.084,5,-23.293,1,0.0351,0.989,0.732,0.189,0.131,106.18
2094,Música Callada III,0hXWX5OdIzAp46BJHHlL6v,"Federico Mompou,Javier Perianes",0.268,0.00471,10,-32.597,1,0.0476,0.996,0.861,0.0655,0.242,73.997
2095,Coronation,7oDlRESwK8YRUFGAwvUbmA,Harry Gregson-Williams,0.107,0.112,11,-19.947,1,0.0361,0.901,0.964,0.0664,0.03,90.227
2096,"Von fremden Ländern und Menschen (From ""Kinderszenen"", Op. 15)",6aA88vbDLLQeid1AA8VOSp,"Robert Schumann,Vladimir Horowitz",0.422,0.00502,7,-34.138,1,0.0381,0.996,0.928,0.0672,0.323,69.633
2097,Suite Bergamasque: Clair de Lune,0mjT194sWauS2YBwxM2ZhS,"Claude Debussy,Inon Barnatan",0.375,0.00607,1,-29.405,1,0.0501,0.992,0.883,0.0562,0.0445,67.978
2098,"Il trionfo d'amore, Introduzione: Introduzione: Sinfonia: Andante",32OVVEsCddMUoQKoCmiI0r,"Francisco António de Almeida,Os Músicos do Tejo,Marcos Magalhaes",0.279,0.0143,9,-28.271,1,0.0494,0.836,0.352,0.103,0.0562,110.625
2099,"Ständchen (From Schwanengesang, D957)",1Fye8VOMOlXxtBo02TpNWD,"Franz Liszt,Evgeny Kissin",0.311,0.0075,2,-30.619,1,0.0397,0.994,0.943,0.0877,0.0387,68.138
2100,"Concertino for Clarinet & Bassoon in B-Flat Major, Op. 47: II. Andante moderato",0L7jG253pjmPHAo2AREzXE,"Franz Danzi,Eduard Brunner,Klaus Thunemann,Munich Chamber Orchestra,Hans Stadlmair",0.144,0.0355,3,-24.276,1,0.0419,0.986,0.403,0.194,0.09,91.706
2101,"Symphony No. 3 in D, D.200: II. Allegretto",4nh2Pp5dWsciJjMLfePYI7,"Franz Schubert,David Zinman",0.426,0.0249,7,-27.846,1,0.0321,0.938,0.869,0.117,0.259,97.137
2102,"Symphony in C Minor, Bryan Cm2: II. Andante",61BZ2UBzjv5i6AHadb18Lz,"Johann Baptist Vanhal,Toronto Chamber Orchestra,Kevin Mallon",0.329,0.0109,5,-27.436,0,0.0538,0.969,0.398,0.105,0.0979,139.23
2103,"Violin Sonata No.3 in C major: ii. ""The Dryad"" - Lento sostenuto",4IzCqPekef5LjXs7TiWztX,"Granville Bantock,Susanne Stanzeleit,Gustáv Fenyő",0.145,0.00849,0,-32.037,1,0.0529,0.961,0.00278,0.121,0.0324,67.243
2104,"Cello Concerto No. 1 in C Major, Hob. VIIb:1: II. Adagio",3cc1BpGtocKOEnROApTv8M,"Franz Joseph Haydn,Yo-Yo Ma,José-Luis Garcia,English Chamber Orchestra",0.0859,0.0653,5,-24.541,1,0.0572,0.972,0.889,0.0876,0.068,61.538
2105,"String Quartet in F Minor, Op. 20 No. 5: I. Moderato",3w8t1dobfFnPDO9RYEmHcP,"Franz Joseph Haydn,St. Lawrence String Quartet",0.415,0.147,5,-14.04,0,0.0407,0.964,0.0626,0.21,0.339,112.387
2106,"Handel : Suite in G major HWV350, 'Water Music' : III Menuet I & II",5Olix25Y5aNqIWGDrrB0Pb,"George Frideric Handel,John Eliot Gardiner,English Baroque Soloists",0.523,0.00956,6,-28.441,0,0.0439,0.934,0.00259,0.158,0.4,112.361
2107,Written On The Sky,5f1RCJIecw4J6xc442kPpn,Max Richter,0.37,0.12,10,-25.251,0,0.0502,0.993,0.906,0.104,0.187,127.129
2108,Gnossienne No.6,6lvf8cAsuwZ5k6Ai5GV9Cr,Pascal Rogé,0.41,0.00681,0,-32.069,1,0.0504,0.996,0.911,0.143,0.213,112.761
2109,"Concerto for 2 Cellos, Strings and Continuo in G Minor, RV 531: 3. Allegro",4rVzmgF1Suh8ciF2gTajde,"Antonio Vivaldi,Harriet Krijgh,Kaori Yamagami,Amsterdam Sinfonietta,Candida Thompson",0.397,0.368,7,-15.728,0,0.0396,0.882,0.914,0.33,0.762,140.862
2110,"King Arthur, Z. 628, ""The British Worthy"": Air",3snc9m6T0b0TuxtSEsmP4U,"Henry Purcell,Nancy Argenta,CBC Vancouver Orchestra,Monica Huggett",0.36,0.00764,1,-24.824,0,0.045,0.937,0.437,0.171,0.219,113.982
2111,"The Nutcracker, Op. 71a: Dance of the Reed Pipes",19hvFlGcPYCzFmsYyqEmuq,"Pyotr Ilyich Tchaikovsky,Tomislav Bavnov",0.534,0.181,2,-20.694,1,0.0687,0.991,0.874,0.0803,0.319,85.178
2112,"La Muse-Plantine: 19ème ordre, 3ème livre",5NAa3BITxg2xss1vIBXF4p,"François Couperin,Iddo Bar-Shaï",0.271,0.0672,2,-24.778,0,0.0411,0.992,0.903,0.0772,0.148,125.973
2113,Peggy,5nxm8bt3ZlGShXeajE6GRC,Armand Amar,0.201,0.152,9,-16.474,0,0.0363,0.854,0.866,0.109,0.136,139.077
2114,Fresh Paint,2TqqSIiMATAnzmCenloaAV,Anne Dudley,0.199,0.0521,2,-18.995,0,0.042,0.975,0.937,0.0893,0.0347,115.263
2115,"Lute Suite in E Minor, BWV 996: III. Courante - Arr. for Harp",0DqjFJY7PF2f7lwO4n5pE3,"Johann Sebastian Bach,Isabelle Perrin",0.459,0.0642,3,-23.683,0,0.0505,0.981,0.837,0.078,0.224,116.413
2116,A la manière de. . . Chabrier,3wvv5GbFdqGHOSgS4TMcCf,"Maurice Ravel,Werner Haas",0.316,0.0057,0,-35.986,1,0.0399,0.995,0.892,0.0658,0.0816,96.51
2117,"Lieder ohne Worte, Op. 19, No. 1",2ZoSiPSkWqz36Qqtl940zr,"Felix Mendelssohn,Murray Perahia",0.221,0.00921,4,-34.063,1,0.0384,0.995,0.901,0.0837,0.105,138.205
2118,Carmen Suite No.1: Intermezzo,1KqTaSQ7yNrb5aEWo3gCkc,"Georges Bizet,Orchestre Symphonique de Montréal,Charles Dutoit",0.146,0.0673,3,-24.233,1,0.0412,0.858,0.91,0.0941,0.0593,61.799
2119,Andante spiniato in G: Allegro maestoso,5ol0EvR9aNThftRoereISI,"Frédéric Chopin,Idil Biret",0.192,0.00927,7,-36.807,1,0.0473,0.985,0.895,0.0718,0.0387,71.063
2120,"String Quartet No. 14 in C-Sharp Minor, Op. 131: 7. Allegro",6TkybP6S8d65RwddN4C6kD,"Ludwig van Beethoven,LaSalle Quartet",0.419,0.157,1,-16.158,0,0.0467,0.96,0.581,0.0869,0.287,129.619
2121,"Liszt: 6 Consolations, S. 172: V. Andantino",4lrnm824C06dUxXgnaWpnH,"Franz Liszt,Mariam Batsashvili",0.25,0.0146,4,-34.496,1,0.0415,0.993,0.896,0.115,0.0802,165.699
2122,"Iphigenie en Aulide, Act II: Gavotte (arr. J. Brahms)",5a6LNnUyLmQ0kPo93qpKJk,"Christoph Willibald Gluck,Johannes Brahms,Matti Raekallio",0.324,0.00862,9,-36.959,1,0.0424,0.992,0.937,0.0887,0.229,98.009
2123,"Concerto for 2 Harpsichords, Strings & Continuo in C Major, BWV 1061: 1. [No Tempo Indication] (performed on two pianos)",6XRjvKXktFulH9foC7teqH,"Johann Sebastian Bach,Lucas Jussen,Arthur Jussen,Amsterdam Sinfonietta,Candida Thompson",0.511,0.24,0,-21.504,1,0.0335,0.991,0.928,0.122,0.683,90.675
2124,"Concerto For 2 Harpsichords, Strings, And Continuo In C Minor, BWV 1060 - Reconstruction For Oboe, Violin, Strings & Continuo: 1. Allegro",4alX38C66NaGwS7YaskQHR,"Johann Sebastian Bach,Lisa Batiashvili,François Leleux,Chamber Orchestra of the Bavarian Radio,Radoslaw Szulc",0.494,0.257,0,-17.726,0,0.0369,0.962,0.837,0.0661,0.495,103.33
2125,"Handel : Suite in F major HWV348, 'Water Music' : VIII Air",0n9cHRLNSCXECfXx4cvw0D,"George Frideric Handel,John Eliot Gardiner,English Baroque Soloists",0.174,0.0136,4,-29.853,1,0.0466,0.97,0.54,0.348,0.185,78.731
2126,"8 Pièces brèves, Op. 84: No. 5, Improvisation in C-Sharp Minor",4hVgzGnQ6TtV3vqPgb4LhY,"Gabriel Fauré,Christine Croshaw",0.363,0.0438,6,-26.46,0,0.0526,0.995,0.904,0.103,0.0469,70.071
2127,Le carnaval des animaux: VI. Kangaroos,6E3Oc5In7zHfpqHqR603za,"Anonymous,Camille Saint-Saëns,Ferhan Önder,Ferzan Önder,Zurich Chamber Orchestra,Howard Griffiths",0.509,0.00589,7,-27.203,1,0.0863,0.995,0.86,0.115,0.193,170.208
2128,"Nocturnes, Op. 27: No. 2 in D-Flat Major",1nGDsTkP1npeWj4hJ9s9pw,"Frédéric Chopin,Arthur Rubinstein",0.394,0.00948,1,-27.572,1,0.045,0.993,0.914,0.112,0.0423,132.018
2129,I. Allegro con brio,6SLsrHZZuqSw4se3SbZ5TD,"Ludwig van Beethoven,Igor Levit",0.2,0.0967,0,-26.579,1,0.0419,0.986,0.934,0.0894,0.0845,85.258
2130,"Pavane, Op. 50",2oqgnxjyNYItifLYl9MzaW,"Gabriel Fauré,Netherlands Chamber Choir,Limburg Symphony Orchestra,Ed Spanjaard",0.124,0.0179,6,-32.271,0,0.0404,0.978,0.639,0.114,0.041,96.272
2131,"Serenade In G Major: Eine Kleine Nachtmusik, K. 525: II. Romance: Andante",180I6VEpaQwoyAvmDCid5D,"Wolfgang Amadeus Mozart,The English Concert,Andrew Manze",0.184,0.0238,11,-27.658,1,0.0561,0.574,0.0209,0.111,0.0828,35.995
2132,"En rêve, nocturne, S. 207",0eiT0cfG4TT3u6Zw68A1Kw,"Franz Liszt,Paul Lewis",0.29,0.0077,11,-38.933,1,0.0434,0.983,0.921,0.0787,0.0386,135.607
2133,"Sinfonia in A Minor for Two Violins and Basso Continuo, Wq. 156: II. Andantino",2esaLH2fsFcIWo04sbdMFi,"Carl Philipp Emanuel Bach,Café Zimmermann",0.351,0.0705,11,-17.182,1,0.0386,0.871,0.0111,0.257,0.101,100.732
2134,Cançons Populars: Cançons Populars: El Testament d'Amèlia,07LWnpMdekmEjaipVc0PV7,"Miguel Llobet Solés,Franz Halász",0.535,0.0557,2,-20.807,0,0.0512,0.992,0.939,0.127,0.45,132.494
2135,"Sonata in G major, Wq.62/19 : 2. Andante",7zCStnRYUXXUybn2tX1QmW,"Carl Philipp Emanuel Bach,Mikhail Pletnev",0.444,0.00655,11,-31.751,0,0.0422,0.994,0.869,0.0675,0.341,97.541
2136,Symphony No. 7 B flat major: Moderato,18y3vpQJhdgna3lx75lsy1,"William Boyce,Ross Pople",0.61,0.0588,7,-24.909,0,0.0536,0.98,0.895,0.158,0.58,134.51
2137,"Songs without Words, Op. 67, No. 3 in B-Flat Major: Andante tranquillo",0QgKSCaOjfBkMLxNlI2VpB,"Felix Mendelssohn,Philippe Cassard",0.411,0.0248,10,-27.683,1,0.064,0.996,0.941,0.0702,0.0567,88.882
2138,"Le Carnaval des Animaux, R.125: 4. Tortues",5OzKjqcRA9Liij96vHgIyS,"Camille Saint-Saëns,Pascal Rogé,Cristina Ortiz,London Sinfonietta,Charles Dutoit",0.208,0.00875,10,-37.23,1,0.0361,0.981,0.969,0.0756,0.0911,83.034
2139,"Le Rossignol-en-Amour: 14ème ordre, 3ème livre",2UOsrF7Ihl6nxNYU8wMhLM,"François Couperin,Iddo Bar-Shaï",0.395,0.0167,9,-31.916,1,0.0402,0.993,0.951,0.0735,0.371,64.801
2140,"Sinfonia in F Major, Fk 67 ""Dissonant"": IV. Menuet No. 1 - Menuet No. 2",5CfhrXtZ1II9jl8BV1v1a2,"Wilhelm Friedemann Bach,Carl Philipp Emanuel Bach Chamber Orchestra,Hartmut Haenchen",0.396,0.04,5,-23.976,1,0.0424,0.925,0.866,0.132,0.171,122.305
2141,"The Sleeping Beauty Suite, Op. 66a, TH 234 (Arr. S. Rachmaninoff): IV. Panorama",5j727Nhk1HDNflsWfEWZGE,"Sergei Rachmaninoff,Pyotr Ilyich Tchaikovsky,Mari Kodama,Momo Kodama",0.498,0.0206,7,-31.92,1,0.0337,0.994,0.924,0.105,0.165,105.048
2142,"Suite in D Minor, HWV 447: Allemande",6k0PPC5BDLBvkBcikB3BBv,"George Frideric Handel,David Greilsammer",0.499,0.051,2,-32.684,0,0.0509,0.995,0.916,0.0949,0.56,73.782
2143,Vladimir's Blues,1gVXTJVSekOTCH8hhibcqi,Max Richter,0.393,0.17,9,-21.919,1,0.0692,0.995,0.854,0.105,0.0691,115.227
2144,"Suite No. 2 in A Minor, BWV 1067: Suite No. 2 in B Minor, BWV 1067: II. Rondeau",42zODXOqKVHzOI7sN9ZFnn,"Johann Sebastian Bach,Paul Dombrecht,Il Fondamento,Dirk Vandaele",0.421,0.14,8,-20.289,0,0.038,0.855,0.0629,0.192,0.513,35.903
2145,"Orpheo ed Euridice, Wq. 30, Act II: Dance of the Blessed Spirits",0dBrAUVh913i6ZsQw3ya69,"Christoph Willibald Gluck,Eugene Ormandy,Philadelphia Orchestra",0.236,0.0965,2,-25.503,0,0.0524,0.966,0.976,0.134,0.0736,66.73
2146,"Symphony in G Major, Bryan G6: II. Andante molto grazioso",3DruXfuowq2uyM9FkTt6A4,"Johann Baptist Vanhal,Toronto Chamber Orchestra,Kevin Mallon",0.317,0.0123,2,-30.127,1,0.0463,0.955,0.404,0.172,0.153,73.514
2147,Chopin: 24 Preludes Op. 28: No. 7 in A Major,7xrs7lNCLYp4j6O4Vv4Kgz,"Frédéric Chopin,Nikolai Lugansky",0.475,0.00201,9,-32.196,1,0.123,0.995,0.913,0.057,0.281,68.06
2148,"Pièces froides: II. Airs à faire fuir, Modestement",3hUepKDdsvTQ3tr8LU4Lwq,"Erik Satie,Bruno Fontaine",0.493,0.00885,7,-34.261,1,0.0795,0.995,0.856,0.0875,0.201,73.332
2149,"Horn Concerto No.3 in E flat, K.447: 2. Romanze (Larghetto)",0E0MCO1Hqq87nWeJlPRG0P,"Wolfgang Amadeus Mozart,Peter Damm,Academy of St. Martin in the Fields,Sir Neville Marriner",0.209,0.0154,8,-26.938,1,0.0433,0.993,0.941,0.0957,0.12,68.312
2150,"Goyescas: No. 4, Quejas o la Maja y el Ruiseñor",6atRyANLH0oHhhQFP9dzoP,"Enrique Granados,María Dolores Gaitán",0.402,0.0798,6,-19.753,0,0.055,0.992,0.958,0.0915,0.0396,68.349
2151,"Piano Sonata No.20 in G Major, Op. 49 No.2: II. Tempo di Menuetto",688T7aVGomCvoPqH4YL9yc,"Ludwig van Beethoven,Jonathan Biss",0.291,0.0573,7,-28.273,1,0.0382,0.99,0.901,0.135,0.428,137.489
2152,3 Gymnopedies: No. 2. Lent et triste,6cYiVbPLYKEikRkjPmqW44,"Erik Satie,Alessandro Deljavan",0.58,0.00172,2,-32.045,0,0.102,0.994,0.92,0.0665,0.318,64.489
2153,Une larme,2ZSnZs3Fzt639wrC0VEeFd,"Modest Mussorgsky,Maria Yudina",0.376,0.0337,7,-30.001,1,0.0509,0.995,0.955,0.0667,0.194,60.671
2154,"Les petits riens, K. Anh. 10/299b: Gavotte",1oINJUWROwSmP7Z3S9056B,"Wolfgang Amadeus Mozart,La Grande Écurie et la Chambre du Roy,Jean-Claude Malgoire",0.149,0.0342,7,-27.21,1,0.0485,0.8,0.238,0.314,0.0394,61.655
2155,"Molino: Duo No. 3, Op. 16: I. Andantino",15ZcZqeTTpIy7RDs8P8DuH,"Emmanuel Pahud,Christian Rivet",0.238,0.0414,7,-25.18,1,0.0452,0.983,0.742,0.0989,0.325,167.186
2156,"6 Chants polonais, S. 480: No. 2, Frühling (Wiosna, Spring) [After Chopin's Op. 74]",7jBaUnodzhFJCMaPRC4cD7,"Franz Liszt,Joseph Banowetz",0.407,0.00616,7,-35.91,0,0.0384,0.994,0.949,0.0721,0.162,95.761
2157,"Carnaval, Op. 9: XII. Chopin",6Q4RxugUBulJqgtUCVyGWZ,"Robert Schumann,Valentina Igoshina",0.355,0.00699,10,-35.655,0,0.0499,0.992,0.937,0.0993,0.0671,72.707
2158,"Vivaldi: La cetra, Violin Concerto in A Minor, Op. 9 No. 5, RV 358: II. Allegro",4VcIHB8XuS3Zrj5YpjyOgn,"Antonio Vivaldi,Claudio Scimone,Juan Carlos Rybin,I Solisti Veneti",0.398,0.173,9,-17.447,0,0.0469,0.883,0.119,0.158,0.573,123.956
2159,"Grandmother's Minuet, Op.68, No.2",1vYFCFBj0daMe0xn5kmTqy,"Edvard Grieg,Mikhail Pletnev",0.579,0.0346,7,-27.968,1,0.064,0.991,0.884,0.133,0.601,131.14
2160,Davidsbündlerltänze Op.6: XIV Zart und singend,3rzwGepRS2pjTwvhBvMmiz,"Robert Schumann,Jonathan Biss",0.286,0.00451,3,-35.607,1,0.0386,0.992,0.969,0.125,0.0541,135.483
2161,"The Gadfly Suite, Op. 97a: VIII. Romance: Allegro moderato - Andante con moto",2fMn5KBVhGlBQZTGrSBeZ7,"Dmitri Shostakovich,Yuri Torchinsky,Peter Dixon,BBC Philharmonic,Vassily Sinaisky",0.0636,0.0344,1,-29.329,1,0.0503,0.918,0.484,0.0941,0.0353,65.937
2162,"Introduzione teatrale in F Major, Op. 4: II. Andante",27apRDnKAwsCCj6xtAfezu,"Pietro Locatelli,Ensemble Violini Capricciosi,Igor Ruhadze",0.174,0.0576,4,-22.991,0,0.0459,0.895,0.695,0.526,0.126,80.33
2163,"Beethoven: String Quartet No. 7 in F Major, Op. 59 No. 1, ""Razumovsky"": IV. Allegro (Russian Theme)",7LeXP6y9a1QNc4gH2wBhIs,"Ludwig van Beethoven,Quatuor Ébène",0.423,0.344,5,-13.491,1,0.0457,0.948,0.0899,0.115,0.329,117.941
2164,Deux Arabesques L. 66: No. 1 Andante con moto,0wzx81yxokwlQbDDKvpQz5,"Claude Debussy,Zoltán Kocsis",0.383,0.0165,4,-27.446,1,0.0349,0.994,0.912,0.0666,0.0505,68.463
2165,"Mendelssohns Lieder, S. 547: Auf Flugeln des Gesanges (from Op. 34, No. 2)",3Mb9IoWbfxU27yEdxAUEDp,"Franz Liszt,Joseph Banowetz",0.304,0.0143,8,-30.75,1,0.0404,0.99,0.938,0.106,0.126,148.583
2166,"Suite No. 1 in C Major, BWV 1066: V. Menuet I & II alternativement",0haHc00ZASyUwuuHG9TjP5,"Johann Sebastian Bach,Paul Dombrecht,Il Fondamento,Dirk Vandaele",0.416,0.136,11,-16.265,1,0.0321,0.825,0.822,0.53,0.521,130.095
2167,"Partita No. 1 in B-Flat Major, BWV 825: V. Menuet I & II",2efsatoWRINqBXizkqvqCu,"Johann Sebastian Bach,Murray Perahia",0.344,0.0577,10,-32.24,1,0.0461,0.995,0.9,0.0998,0.491,145.486
2168,"Études, Op. 10: Etude No. 6 in E-Flat Minor, Op. 10, No. 6",0INQsl5MqK2Fv8bufKLVKn,"Frédéric Chopin,Idil Biret",0.223,0.00266,11,-37.342,1,0.0362,0.992,0.984,0.0759,0.0721,64.528
2169,"Piano Concerto No. 1 in C Minor, Op. 35: II. Lento",3KHNMiH125wqD2I47oxmvp,"Dmitri Shostakovich,Michael Houstoun,New Zealand Symphony Orchestra,Christopher Lyndon-Gee",0.142,0.0194,0,-26.577,1,0.0509,0.925,0.642,0.0807,0.0355,67.598
2170,"Overtures For 2 Horns, 2 Oboes And Strings / Overture No.2 In A: 2. Andante",53AakQpVIWcCatzHM95hHU,"Josef Mysliveček,Concerto Köln,Werner Ehrhardt",0.317,0.0457,11,-24.325,0,0.0345,0.866,0.308,0.118,0.13,101.404
2171,SCHUBERT: 12 DEUTSCHE TAENZE (LAENDLER) D790: NO. 3,1CHQi15gSzPMiP7hAaY9Nd,Stephen Kovacevich,0.18,0.00675,4,-38.873,1,0.0485,0.996,0.897,0.093,0.224,141.099
2172,"Invention No.8 in F, BWV779",1Vlg7jbnx0TQv9pOxJJKQc,"Johann Sebastian Bach,András Schiff",0.412,0.224,5,-24.522,1,0.0422,0.987,0.904,0.107,0.965,124.466
2173,"Invention No. 14 in B-Flat Major, BWV 785",3kE3KZiHM0nim6t34J9Hqf,"Johann Sebastian Bach,Simone Dinnerstein",0.286,0.13,10,-25.877,1,0.0356,0.984,0.888,0.138,0.727,107.24
2174,"Chopin: Mazurka No. 13 in A Minor, Op. 17 No. 4",2WHjgyoLvARZjvWUpPICBC,"Frédéric Chopin,Alexandre Tharaud",0.309,0.0572,9,-24.712,0,0.0435,0.995,0.863,0.0754,0.0397,70.63
2175,"Suite No. 2 in A Minor, BWV 1067: Suite No. 2 in B Minor, BWV 1067: VI. Menuet",3WfNlYSnHMouFvmpzJOzbJ,"Johann Sebastian Bach,Paul Dombrecht,Il Fondamento,Dirk Vandaele",0.486,0.157,8,-19.078,0,0.0375,0.772,0.906,0.147,0.619,124.737
2176,"Préludes / Book 1, L.117: 1. Danseuses de Delphes",5BWcP5slHUid88ERsxEN4a,"Claude Debussy,Jean-Yves Thibaudet",0.606,0.00367,5,-30.117,1,0.0892,0.994,0.887,0.0737,0.0551,130.925
2177,"Handel : Suite in F major HWV348, 'Water Music' : V Andante",6AG7ekfWoiYTY6gyiEebCN,"George Frideric Handel,John Eliot Gardiner,English Baroque Soloists",0.236,0.0261,1,-27.025,0,0.0454,0.944,0.404,0.159,0.137,88.551
2178,"24 Préludes, Op. 28: 8. Molto agitato in F-Sharp Minor",4l9cn16iKTWOsOzzshHURv,"Frédéric Chopin,Ivo Pogorelich",0.272,0.0755,6,-27.086,0,0.036,0.995,0.842,0.089,0.0558,65.575
